1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1233,4248,10242,1980,2140,5755,468,887,1734,2156,536,152,0,0,19,119,7352,283,208,348,408,323,82,50,32,78,934,1090,159,4807,34,196,101,389,222,1053,2947,1052,630,2785,8,21,52,223,107,89,705,1801,41,2,3427,1160,14,3,22,27,9,0,286,244,16,13,195,94,1517,634,59,21,1023,790,747,1222
1285,4235,10166,1973,2082,5691,526,947,1701,2148,496,144,0,0,18,106,6981,256,208,381,357,371,112,60,26,73,879,1082,150,4761,15,195,95,401,128,687,2860,915,618,2475,9,38,80,220,101,93,724,1742,36,2,3441,1128,14,3,32,22,10,1,274,255,15,10,174,32,1476,636,76,14,1015,804,745,1249
1160,3858,9600,1917,1976,5616,646,798,1765,2178,454,130,0,0,16,94,7250,272,204,366,357,236,94,42,31,98,743,1019,159,4699,21,215,100,361,128,548,2776,834,629,2648,8,21,75,234,95,86,837,1727,43,2,3412,1144,14,3,25,20,28,1,260,249,14,16,148,36,1454,619,84,12,1007,772,755,1244
659,4155,10042,1906,1938,5575,404,275,1683,2190,491,136,0,0,19,120,2010,244,196,190,372,142,63,42,30,79,745,963,152,4675,21,207,96,448,120,493,2675,764,610,2107,12,22,40,217,101,86,1156,2019,36,1,3444,1167,15,2,11,20,12,1,256,238,17,15,157,29,1833,715,81,11,1012,721,748,1219
660,3670,9528,1806,2020,5524,378,274,1612,2167,515,161,0,0,15,114,1210,225,194,201,388,176,70,40,23,65,709,1034,158,4697,23,151,93,580,105,439,2670,650,589,1393,7,14,28,204,114,91,891,1796,40,1,3349,1134,13,4,12,19,8,1,278,240,19,11,160,21,1516,834,91,23,1004,747,771,1238
601,3335,9228,1864,1985,5532,417,300,1555,2139,447,150,1,0,16,124,565,177,205,275,480,178,70,42,39,73,683,1025,160,4745,21,93,99,582,108,493,2642,661,586,777,7,8,35,208,109,89,838,1738,35,2,3349,1098,9,2,13,30,9,1,270,256,18,16,196,23,1420,720,85,23,1019,754,745,1227
614,3681,9457,1803,1942,5387,367,282,1540,2107,454,158,1,0,18,132,651,178,183,219,466,133,71,43,40,76,733,933,160,4652,36,89,112,451,119,465,2657,670,563,935,6,10,49,202,107,91,704,1320,34,2,3333,1101,7,2,16,35,6,1,295,250,17,17,205,19,1112,736,86,15,1022,762,744,1207
653,4465,10330,1839,1989,5640,512,342,1559,2071,345,188,0,0,18,144,285,174,208,356,553,176,67,55,49,70,775,807,168,4591,61,116,96,376,150,562,2412,704,571,583,7,11,50,206,102,90,856,1177,35,1,3404,1115,9,3,23,22,6,1,277,254,14,14,204,18,1066,698,75,12,1006,776,760,1237
639,4232,9993,1832,2046,5543,382,290,1548,2058,492,163,0,0,17,146,353,310,204,227,440,184,108,40,32,58,808,969,181,4489,14,189,119,342,138,545,2450,681,737,647,8,9,77,212,103,96,714,1196,33,2,3454,1097,6,1,12,21,7,1,249,255,14,11,196,18,1054,752,83,17,1031,777,757,1290
683,4000,9684,2059,1938,5391,534,389,1500,1982,533,156,0,0,19,132,664,314,205,218,413,140,79,67,37,63,735,1012,178,4443,10,187,138,352,170,610,2785,684,737,920,7,10,49,198,110,95,863,1280,33,2,3377,1001,8,2,25,35,4,1,256,285,14,16,166,26,1098,812,89,12,989,698,733,1117
699,4154,9975,1997,1972,5573,359,325,1496,2022,472,148,0,0,18,107,389,194,226,193,381,142,95,63,35,80,740,1027,183,4436,9,201,117,391,136,576,2707,822,626,628,7,8,54,223,110,96,627,1206,31,2,3444,1008,7,2,39,23,3,1,251,301,14,15,144,30,1046,750,77,25,998,672,689,1148
733,3931,9810,1987,2024,5564,376,400,1544,2058,496,170,0,0,18,158,357,175,247,188,354,137,76,46,32,49,731,959,209,4645,11,151,129,559,167,505,2805,858,602,583,8,9,62,216,120,95,614,1361,26,2,3334,1033,7,2,10,24,10,1,231,324,17,54,152,56,1285,738,77,15,1023,723,691,1176
725,4102,10146,2042,2166,5624,334,331,1658,2199,487,222,0,0,19,161,197,190,277,188,252,135,104,46,19,49,879,934,243,4639,15,153,143,573,263,571,2825,779,578,412,7,19,84,192,138,99,668,1309,25,3,3436,1079,8,2,17,15,12,1,255,362,15,93,156,88,1199,744,80,15,1011,696,685,1216
662,1575,6726,1843,2048,4496,474,455,1905,2159,440,188,1,0,15,154,78,153,262,228,213,175,113,42,12,42,573,895,222,3122,9,102,149,451,240,801,2461,727,516,266,8,11,53,202,140,102,509,1339,20,1,1900,685,10,2,17,10,14,1,234,357,20,162,160,157,1333,712,81,25,974,679,664,1250
811,3626,8095,1783,1962,3878,481,346,1607,2104,451,246,0,0,16,131,215,196,317,261,295,219,146,53,36,50,695,890,202,3788,12,111,155,377,162,823,2415,807,497,378,8,12,29,181,174,98,592,1462,25,2,978,357,5,3,13,7,13,1,214,420,23,185,168,183,1316,699,69,35,925,654,662,1173
1540,4643,10533,2226,2708,5267,436,955,1831,2165,495,218,0,0,15,127,706,188,401,297,285,329,162,69,55,47,737,1013,235,4274,13,136,169,318,124,1164,3161,842,540,884,6,8,23,179,188,105,630,1459,19,1,2968,1149,8,3,7,26,13,1,242,493,16,176,162,207,1302,664,73,38,961,637,655,1204
1637,4347,10406,2517,3222,5550,542,937,2096,2261,561,205,0,1,4,167,278,205,485,389,244,286,196,40,48,45,827,1002,257,4479,15,139,172,385,163,1410,3239,1007,541,466,8,9,27,177,223,116,705,1470,22,7,3139,1465,7,5,7,38,5,0,246,557,16,180,183,210,1232,629,83,54,967,615,635,1183
1029,5749,12168,2539,3460,5622,429,547,2223,2375,574,224,2,0,25,212,350,240,410,274,292,298,196,56,46,69,849,1010,295,4600,32,145,199,399,199,1464,3464,1076,570,472,9,11,24,190,341,128,790,1614,24,9,3286,1502,6,36,34,33,2,1,268,489,18,189,199,197,1305,693,90,45,971,580,614,1287
979,5126,11606,2583,3567,5598,355,422,2390,2403,502,194,3,1,28,180,576,300,436,266,319,279,170,68,42,100,868,1172,336,4654,17,165,223,405,213,1431,3604,1162,672,599,10,13,34,225,386,131,1154,1770,31,1,3217,1630,7,3,44,30,5,0,269,538,24,186,188,197,1313,949,111,61,958,622,641,1307
1198,5591,12190,2736,3742,5835,526,473,2554,2381,559,162,3,1,29,211,1343,318,507,454,440,270,180,78,43,85,966,1266,382,4765,15,111,299,426,272,1458,3749,1260,674,658,12,13,27,228,432,143,923,1715,47,6,3347,1723,9,4,111,41,8,1,278,646,19,179,192,248,1132,759,119,36,904,633,660,1318
1208,5091,12164,2765,3938,5917,536,493,2612,2523,604,178,4,1,89,244,2951,357,530,399,466,288,191,91,64,103,1377,1355,403,4899,12,150,383,460,290,1496,4028,1329,667,1043,25,12,30,219,458,142,966,2270,29,18,3484,1874,11,4,87,66,9,5,294,745,20,189,189,246,1587,602,156,66,909,598,611,1365
1550,5438,12985,2850,4199,6154,601,990,2734,2557,876,259,2,1,115,272,3268,411,564,447,493,344,254,100,92,118,1656,1626,393,5016,19,138,375,645,352,1426,4110,1473,668,969,52,17,37,211,504,152,779,2638,32,14,3492,1928,24,127,47,71,6,1,298,761,20,208,197,253,1887,678,177,77,938,704,742,1401
1931,5589,13431,3096,4550,6368,539,1229,2988,2677,688,325,3,1,60,261,1492,440,578,465,490,392,271,104,135,113,1664,1463,488,5186,26,135,379,680,382,1606,4235,1569,668,581,56,25,41,222,506,153,804,2850,42,4,3690,2240,65,77,42,107,5,2,285,770,18,198,203,256,1983,690,157,67,958,761,804,1422
1641,5517,13502,3208,4820,6264,502,1089,3060,2721,801,273,3,1,59,304,471,467,596,338,541,412,269,137,80,128,1403,1525,494,5283,60,178,376,632,419,1972,4544,1502,686,533,61,15,32,231,398,135,923,2482,30,5,3681,2328,77,11,53,57,5,3,284,785,23,225,235,278,1869,863,139,83,952,803,862,1494
1312,4540,12569,3259,4857,6075,398,686,3074,2742,762,360,4,2,53,307,565,376,614,311,454,493,294,132,134,89,1564,1681,568,5367,85,255,397,519,398,2065,4769,1734,718,618,57,35,44,241,410,156,1258,2452,34,17,3672,2272,12,19,57,34,12,4,308,822,26,217,354,260,1754,995,151,112,1026,918,908,1517
1384,5376,13620,3331,5083,6395,526,792,3181,2808,783,360,8,1,49,354,859,355,623,481,461,627,290,128,208,93,1506,1559,659,5452,55,170,389,517,379,1944,5026,1783,743,688,69,27,64,235,429,166,1135,2479,41,4,3965,2375,10,58,36,42,12,12,299,805,28,234,393,279,1911,706,219,93,1019,1210,1096,1515
1447,4972,13518,3395,5312,6521,500,860,3040,2675,776,313,4,1,315,344,1022,456,642,603,520,953,270,135,161,102,1645,1505,620,5364,64,180,337,556,438,1892,5186,1860,838,824,71,26,80,205,475,162,1432,2772,38,5,4049,2648,11,152,40,66,13,16,280,746,27,196,361,327,2130,743,130,119,1027,1380,1180,1555
1523,5886,14366,3498,5535,6224,555,1152,3200,2733,933,345,5,1,60,324,1016,453,656,535,644,849,282,173,89,122,1714,1486,652,5362,66,208,355,650,471,1853,5487,1816,779,786,44,26,86,234,455,171,1645,2292,36,20,3995,2850,11,78,64,63,20,3,319,756,27,56,499,152,1542,932,153,104,1002,1495,1281,1592
1443,5490,14470,3440,5528,6711,637,1068,3387,2738,1000,339,5,1,101,378,832,468,728,550,567,882,262,201,56,110,1826,1592,621,5334,114,161,438,867,530,2005,5282,1853,829,894,36,33,93,257,469,160,1415,2358,36,4,4215,3121,6,35,58,47,12,3,344,792,24,45,537,185,1608,674,172,109,1024,1661,1313,1549
1471,6306,15161,3464,5379,6546,632,1000,3420,2811,936,385,4,2,169,523,819,497,751,592,493,942,291,226,74,83,1865,1389,658,5529,153,200,410,935,445,2015,5378,1727,851,853,22,41,107,247,486,160,1732,2543,40,11,3993,3020,14,65,33,51,9,13,337,773,26,65,500,180,1839,796,163,99,961,1705,1330,1528
1606,5792,14854,3573,5342,6588,596,927,3380,3061,883,302,3,1,106,591,1134,493,768,525,397,763,313,188,86,83,1828,1333,658,5567,181,182,405,825,426,1815,5289,1857,913,967,58,151,186,242,470,159,1779,2443,32,10,4132,3114,10,69,22,56,12,19,302,760,29,128,448,306,1793,670,156,135,989,1734,1431,1652
2634,6048,15194,3701,5502,6650,734,2011,3353,3050,1029,257,7,1,37,618,1135,558,818,441,405,750,361,162,82,91,1902,1499,671,5667,163,158,427,902,424,1828,5387,1923,869,857,30,29,199,230,421,159,1709,2335,32,26,4278,3119,73,77,31,62,6,7,292,702,28,132,460,291,1829,694,159,83,1002,1824,1509,1629
2196,6659,15595,3572,5696,6566,596,1347,3489,3133,1055,282,2,1,41,698,1312,603,846,644,404,987,417,153,70,89,1960,1490,664,5683,152,194,374,1083,429,1915,5382,1937,973,904,21,47,224,230,403,161,2259,2334,37,12,4256,3257,50,11,44,47,5,4,326,728,29,94,454,227,1590,868,191,92,996,1907,1563,1637
1616,6124,15204,3789,5570,6794,656,792,3356,3102,1004,345,2,1,111,725,1101,602,827,524,483,924,414,228,88,107,1947,1559,623,5762,128,219,478,1110,402,2078,5306,1907,1029,1119,41,71,276,233,406,154,1805,2611,34,4,4494,3068,34,174,51,69,6,5,334,725,29,53,451,162,1695,739,176,76,1017,1949,1662,1657
1620,4412,13642,3576,5554,6805,502,771,3340,3202,997,311,3,2,68,631,904,529,821,358,378,846,393,193,92,78,1787,1696,599,5864,170,199,472,1009,370,2098,5392,2082,1003,959,37,109,254,232,379,220,2099,2867,36,9,4409,3053,24,58,81,79,5,3,311,771,23,52,478,127,2003,953,208,60,1007,2009,1682,1641
1617,2365,11717,3472,5749,6913,384,774,3415,3147,961,257,4,0,320,618,967,2422,774,294,420,856,348,206,113,50,1656,1517,530,5936,177,191,376,896,363,2148,5593,1952,2873,865,34,97,248,246,349,233,1688,2969,42,4,4685,3094,30,89,39,83,4,6,321,750,22,45,498,85,2236,677,239,68,1068,2092,1853,1651
1594,4294,13802,3655,5930,7039,403,732,3490,3179,872,268,4,1,285,566,771,3307,757,361,559,640,242,243,131,69,1637,1389,565,6067,217,302,341,649,450,2218,5678,2109,3687,992,58,106,256,243,371,264,2464,2761,42,4,4724,3033,21,75,31,61,11,5,335,741,22,42,609,66,2069,888,246,131,1077,2080,1705,1659
1397,3627,13212,3757,5947,7112,680,777,3583,3239,889,267,3,1,353,637,1025,481,708,567,548,627,239,243,99,70,1517,1366,524,6250,231,222,359,659,355,2209,5677,1865,803,847,33,125,215,233,449,258,1923,2535,43,6,4646,3232,13,84,40,49,10,6,325,735,20,38,553,96,1789,706,255,93,1063,2008,1759,1647
1470,5086,14473,3745,5697,6970,655,632,3606,3205,888,315,2,1,180,579,976,468,717,549,476,768,242,217,102,39,1588,1470,576,6437,228,208,373,651,372,1854,5493,1851,719,726,21,45,161,271,473,264,2371,2192,37,6,4513,3017,14,70,34,65,6,6,341,810,18,37,455,82,1283,766,212,74,1104,1973,1734,1640
1510,4718,14219,3699,5891,7159,560,652,3607,3271,969,208,6,1,49,567,1157,500,758,502,438,670,239,208,72,26,1629,1470,559,6445,225,224,359,593,337,1792,5400,1711,732,747,15,38,160,255,431,221,1837,2007,42,10,4666,2981,141,60,35,56,9,3,343,818,22,49,446,84,1299,660,213,138,1042,1797,1614,1575
1602,5044,14782,3725,5838,7288,451,777,3558,3194,894,205,4,1,53,582,2449,459,786,353,516,634,228,202,151,72,1690,1365,539,6614,272,262,385,600,415,1871,5431,1751,686,2238,22,38,154,258,366,199,2222,2059,50,5,4674,2930,120,88,37,75,21,3,333,786,20,41,511,125,1488,962,191,96,1051,1804,1564,1555
1559,7341,16698,3823,6023,7128,579,845,3577,3235,1032,226,5,1,70,574,4024,495,751,465,488,631,242,181,81,89,1711,1444,517,6763,213,283,382,601,419,1887,5770,1803,754,4183,27,27,298,259,391,193,1324,2400,39,12,4502,3186,94,83,35,58,13,5,375,740,33,34,512,86,1867,959,209,146,1054,1788,1619,1579
1598,7106,16640,3803,6093,7110,588,826,3579,3390,918,241,3,1,69,505,3989,533,645,471,508,838,316,171,92,97,1705,1601,575,6766,205,288,390,708,483,1895,5359,1781,799,3976,22,69,262,270,396,212,2152,2113,54,6,4435,3266,34,56,89,68,14,4,330,753,25,47,503,161,1716,1150,255,141,1087,1826,1755,1584
1518,6148,16000,3641,5869,7135,472,936,3464,3348,1148,284,3,1,55,582,4492,476,654,391,463,935,310,183,107,111,1763,1896,613,6707,215,222,353,819,492,1963,5301,1835,845,3919,37,119,291,275,390,212,2279,2104,54,5,4412,3092,45,89,85,55,10,4,347,720,71,43,459,121,1522,1167,236,97,1111,1936,1734,1556
1461,4392,14243,3674,5635,7096,518,821,3616,3427,1135,243,2,1,52,553,3946,602,642,381,571,857,282,250,86,68,1651,1610,583,6515,277,186,348,868,438,1905,5460,1899,829,3530,35,111,305,259,358,197,2505,1942,49,6,4297,2942,34,56,54,82,25,10,349,729,33,46,590,73,1431,830,196,96,1052,1967,1721,1584
1472,3931,13445,3732,5732,7200,738,810,3599,3381,1132,247,3,1,51,630,3871,632,683,540,555,912,255,231,89,72,1719,1851,591,6583,256,195,419,773,472,2040,5522,1938,912,3916,41,48,244,293,385,187,1613,2058,34,5,4610,3031,25,79,32,74,25,12,407,768,24,54,497,77,1498,830,258,184,1077,2090,1811,1703
1458,3541,13233,3726,5709,7432,613,776,3638,3255,1125,294,10,2,71,614,3899,508,722,581,475,777,297,218,85,58,1951,1753,542,6762,215,257,396,784,462,2091,5717,1941,886,4005,51,36,275,274,416,197,1722,1760,38,5,4927,3102,23,15,33,65,19,6,450,776,25,58,528,115,1334,863,154,66,1119,2080,1755,1720
1479,3591,13203,3821,5596,7424,584,747,3564,3183,1031,303,3,1,94,613,3824,425,704,582,691,989,284,230,117,76,1668,1716,510,6669,180,209,428,986,542,1886,5479,1835,922,3845,51,38,251,289,311,194,1751,1601,38,8,4994,3211,24,123,34,64,24,7,428,805,28,77,499,90,1222,895,152,194,1114,2231,1835,1700
1823,5983,15541,3285,4553,7123,667,668,3697,3295,957,276,5,2,82,521,3903,530,707,843,582,712,273,229,88,64,1619,1764,468,6222,179,201,401,733,403,1990,6093,1650,902,3881,61,39,211,315,310,201,1825,1717,330,25,4793,2878,56,31,42,79,14,8,391,788,29,81,614,85,1307,801,126,148,1064,2181,1851,1845
1794,5223,14650,3137,4420,7118,667,717,3637,3326,984,284,5,6,70,693,4345,529,647,761,718,832,267,214,129,76,1730,1663,474,6176,181,186,467,862,392,1945,6287,1671,981,4221,85,52,230,341,313,223,1646,1735,308,7,4837,2787,22,12,43,66,17,11,364,798,34,61,648,104,1396,725,139,132,1066,2167,1950,1863
1677,5448,14851,3193,4242,7145,552,607,3642,3266,927,270,4,1,56,516,4561,628,707,681,567,810,279,165,163,70,1791,1894,440,6128,151,201,440,733,439,1904,6165,1574,1045,4320,58,91,295,372,308,271,1664,1817,332,9,4895,2705,52,7,40,56,19,12,382,845,33,57,631,100,1353,683,161,116,1088,2361,2118,1761
1561,4362,12293,3067,3620,6414,698,595,2929,2852,862,248,4,2,39,510,4910,611,604,814,529,836,262,169,101,74,1936,1736,378,5588,152,233,419,665,369,1673,5474,1722,1139,4717,38,112,421,381,331,234,1760,1628,344,45,4354,2374,34,4,39,64,12,11,351,709,32,62,514,127,1200,666,185,215,1122,2325,1976,1814
1478,5250,13018,2908,3640,6616,1454,644,3042,3094,789,339,6,3,45,648,4964,569,650,873,696,998,264,217,119,62,1898,1977,386,5760,193,251,403,836,373,1724,5576,1629,1103,4780,36,108,387,373,298,244,1841,1814,352,43,4650,2530,31,3,111,75,16,8,326,716,32,59,562,123,1273,886,169,205,1109,2380,1986,1690
1549,4853,13358,2962,3679,6909,1099,615,3320,3075,1002,420,3,1,38,534,4856,529,641,799,687,884,221,165,75,128,1963,2132,390,5898,139,256,485,799,392,1811,5650,1684,1066,4856,63,67,285,374,270,214,1574,1664,344,4,4843,2619,28,2,240,93,31,21,331,749,30,67,649,132,1149,786,204,81,1144,2525,2104,1684
1517,4695,13732,3132,3877,6884,698,510,3349,3054,1015,487,2,1,62,528,3303,467,656,733,709,926,225,199,96,154,2018,1840,371,5756,171,224,487,758,402,1816,5393,1835,1015,3552,70,75,242,392,267,202,1495,1507,338,5,4855,2679,28,3,62,65,28,11,327,766,25,65,517,170,1159,712,186,117,1133,2452,2111,1732
1514,5694,14644,3128,3873,6942,721,546,3472,3099,903,359,2,1,30,380,4380,552,671,807,651,958,262,235,149,123,1800,1900,357,5838,263,216,425,824,371,1876,5370,1586,1028,4489,65,33,201,393,233,203,1634,1657,322,26,4943,2617,29,17,33,124,12,6,294,732,19,68,507,133,1111,1051,209,68,1136,2352,2048,1712
1536,5538,14446,3176,3945,7014,728,582,3468,3122,998,317,154,3,64,314,2950,627,730,833,569,732,230,208,76,49,1801,1778,364,5755,253,243,378,648,357,1820,5299,1692,1075,3090,85,26,216,398,230,210,1605,1608,319,98,5020,2661,62,42,15,42,20,4,268,716,16,54,547,126,1179,956,214,51,1159,2354,2018,1699
1498,7894,16893,3175,3814,7152,756,567,3526,3460,869,280,1,1,22,312,3044,492,565,847,677,1086,345,211,217,74,1791,1587,335,5801,138,225,368,878,369,1873,5455,1747,933,2961,73,34,208,425,242,203,1707,1304,305,8,5063,2589,26,54,43,56,17,6,291,709,23,67,504,179,1090,1286,193,54,1165,2232,1973,1690
1458,7134,16257,3128,4093,7007,747,521,3511,3762,812,280,1,0,26,331,2696,441,554,794,632,735,307,184,171,74,1818,1518,322,6023,149,210,377,832,382,1754,5512,1529,937,2794,43,29,204,418,232,194,1603,1243,331,7,4889,2784,60,86,93,121,18,10,319,681,22,55,538,163,1095,855,200,40,1164,2173,1763,1651
1568,7782,16848,3231,4195,6984,659,552,3628,3838,836,301,1,0,50,295,2229,472,585,778,622,751,226,193,146,52,1680,1612,282,5915,125,223,379,683,394,1606,5377,1627,1001,2112,50,51,253,419,228,175,1413,1295,328,45,4975,2869,101,28,36,125,25,3,308,662,21,45,510,123,1083,756,177,34,1105,2071,2061,1606
1507,7454,16501,3164,4088,6985,523,547,3574,4033,777,317,1,0,55,261,2452,445,627,625,564,661,195,203,123,36,1723,1464,306,5831,128,221,338,714,442,1561,5113,1693,959,2296,49,55,267,419,220,166,1374,1244,314,62,5133,2535,117,11,103,101,24,2,311,629,23,51,595,93,1058,804,163,46,1104,1955,1699,1659
1446,7200,15992,3460,3862,6970,738,506,3732,3707,845,297,1,0,61,246,4003,576,533,747,519,751,230,186,103,42,1570,1404,294,5868,153,265,394,743,411,1809,4967,1646,980,3590,42,57,203,425,233,161,1551,1236,334,12,5122,2540,18,6,197,43,16,2,291,646,21,62,466,96,1115,772,164,48,1071,1852,1589,1545
1536,8299,15251,3248,3919,6665,2265,504,3387,3619,778,300,2,0,45,234,5011,552,587,803,566,801,218,186,142,65,1391,1366,287,5814,126,238,341,672,303,1647,4994,1544,976,4688,36,62,188,421,209,173,1447,1278,344,3,4738,2508,50,9,28,59,11,3,308,685,23,59,516,84,1147,804,166,74,1005,1881,1536,1501
2548,11760,15436,3073,3548,6746,5497,1646,3422,3390,857,291,2,1,49,297,5334,588,628,727,534,1164,248,135,157,74,1369,1487,285,5828,117,230,332,778,317,1763,5088,1551,975,4745,28,45,210,381,290,170,1479,1394,356,3,4814,2339,49,54,23,58,9,1,279,684,22,64,496,83,1072,836,191,76,993,1726,1558,1529
2524,8215,14869,2993,3481,7068,2676,1564,3252,3322,710,301,2,0,73,253,5145,533,549,844,485,965,182,155,137,61,1287,1522,277,5863,81,222,282,922,378,1595,5141,1575,1053,4824,38,59,218,393,288,183,1351,1472,396,27,4996,2470,25,201,26,60,13,3,345,621,26,72,530,107,1191,859,178,78,968,1752,1455,1487
2365,6449,14935,2889,3435,6837,537,1540,3259,3318,723,225,1,1,47,248,5623,610,561,594,443,1097,153,117,184,68,1256,1536,262,5955,80,208,277,915,315,1528,4987,1483,999,5000,34,32,193,401,303,163,1466,1440,305,53,4930,2482,25,49,26,58,18,3,322,618,25,67,474,111,1144,850,149,58,915,1664,1489,1463
2356,6320,14454,2842,3414,6487,450,1478,3318,3382,631,176,2,0,76,255,5196,533,589,656,453,942,182,124,127,59,1248,1473,251,6013,58,185,257,754,296,1439,4795,1486,985,5201,24,20,165,370,291,167,1391,1327,315,78,4627,2349,36,6,33,105,19,2,309,601,40,81,428,111,935,841,136,62,970,1455,1385,1523
2472,7080,15168,2985,3365,6631,628,1476,3426,3442,644,190,1,0,105,237,5235,432,565,822,536,831,164,160,107,55,1349,1439,255,5962,77,204,280,685,377,1485,4656,1546,990,5085,27,31,130,363,310,166,1554,1187,314,23,4710,2382,8,5,21,90,17,2,299,676,25,169,678,216,895,815,133,71,983,1407,1327,1493
2064,7123,15471,3023,3541,6970,647,1104,3521,3423,654,182,1,0,54,240,5436,461,504,731,453,954,187,179,100,29,1300,1478,247,5913,62,183,276,727,426,1485,4907,1822,1003,4985,16,31,161,368,291,157,1404,1119,306,21,4752,2447,12,6,43,91,14,2,329,587,41,216,761,260,896,850,197,50,948,1380,1258,1464
1231,6846,15169,3059,3540,6848,637,434,3578,3391,671,189,1,0,77,315,4759,511,481,793,503,916,198,163,118,41,1199,1603,249,5734,48,173,291,686,376,1657,4811,1841,1036,4493,11,24,155,342,288,145,1419,1376,303,16,4726,2405,18,7,25,112,36,5,302,589,25,211,471,261,982,831,207,72,938,1342,1261,1521
1224,6635,14967,2905,3443,6931,552,419,3480,3240,709,190,2,1,41,358,4732,753,452,676,444,857,169,135,97,35,1055,1452,257,5641,76,194,294,644,407,1514,4568,1593,1039,4512,11,22,144,331,284,153,1332,1490,359,9,4746,2396,29,9,87,101,36,4,298,571,34,220,408,271,1013,807,188,46,906,1269,1215,1440
1257,6512,14729,3122,3387,6896,824,412,3412,3248,685,192,2,0,42,368,5278,1554,478,712,513,552,174,167,73,35,1048,1394,249,5630,81,219,281,495,378,1477,4562,1640,903,4876,13,20,118,317,301,155,1398,2342,344,10,4820,2422,50,8,21,93,29,2,285,546,32,208,381,233,1185,832,132,72,895,1176,1037,1480
1237,5966,14715,2989,3304,7481,897,415,3254,3258,610,205,1,0,52,160,5452,2469,439,734,459,517,164,112,85,34,1050,1334,254,5597,86,233,248,568,433,1363,4680,1623,855,4935,11,28,132,305,296,142,1349,3200,297,19,5223,2287,42,8,17,62,23,4,328,515,23,218,389,359,1073,759,120,105,878,1164,1076,1553
1275,5606,14407,3015,3245,7517,785,610,3358,3243,635,183,2,0,97,197,4889,436,505,695,411,650,235,135,173,71,1139,1326,283,5492,144,202,278,526,338,1519,4727,1444,966,4607,11,26,124,299,273,149,1476,1325,322,42,5349,2142,145,10,148,78,16,2,313,585,22,221,471,249,1317,817,114,119,904,1126,1062,1501
1228,5109,14477,2888,3153,7559,591,532,3297,3667,567,178,2,1,40,172,4988,472,460,592,367,663,398,176,164,105,1178,1276,276,5536,105,207,262,486,449,1535,4636,1476,864,4568,10,30,127,289,282,150,1306,1314,326,3,5223,2137,10,10,85,107,15,3,303,568,25,208,364,252,1328,710,113,116,855,1125,1039,1479
1189,5165,13826,2754,3223,7333,706,413,3152,3404,580,216,1,0,58,189,5093,419,472,742,330,526,303,155,98,73,1143,1337,270,5553,58,198,206,514,731,1538,4599,1480,871,4642,14,58,157,290,271,207,1396,1251,303,8,5021,2163,7,10,69,81,21,3,327,526,25,206,385,219,1109,720,115,118,867,1094,1034,1432
1066,3753,12007,2726,3346,6899,769,366,2998,3288,621,237,2,0,31,225,5660,423,441,828,284,404,237,134,61,94,1277,1280,262,5490,65,196,206,463,519,1473,4601,1602,903,4869,9,39,148,300,262,187,1525,887,300,15,4780,2206,10,10,70,52,16,3,272,489,27,209,376,207,809,721,125,101,907,1090,1020,1389
1039,2895,10801,2573,3272,6831,632,333,2970,3012,607,251,3,0,32,285,5226,407,432,761,299,558,225,160,109,71,1215,1191,242,5398,36,227,199,484,467,1401,4488,1692,885,4719,10,15,153,292,249,171,1384,770,278,33,4722,2178,11,9,68,58,14,2,304,467,26,204,374,210,731,682,115,93,920,1113,1031,1379
993,3532,11612,2585,3172,6894,502,305,2914,2998,656,168,3,0,43,247,4856,465,391,582,274,524,230,116,87,87,1344,1210,236,5384,34,251,187,515,360,1371,4279,1681,872,4610,17,16,151,310,246,152,1452,854,286,15,4620,2104,24,8,72,53,17,1,304,436,30,243,361,289,794,685,100,61,905,1074,991,1335
1075,2887,10847,2495,2920,6852,549,354,2877,2975,625,167,2,0,24,199,3663,368,415,647,311,450,218,117,80,64,1316,1307,257,5362,52,195,175,459,347,1325,4207,1369,994,3366,14,21,95,307,266,150,1417,750,314,40,4508,2053,11,10,68,52,21,1,287,427,25,119,326,194,691,710,94,96,950,1114,988,1345
932,2593,9744,2438,2592,6161,609,321,2404,2833,560,200,2,0,31,209,1790,329,327,651,273,361,212,118,92,72,1196,1276,230,5038,80,178,189,412,300,1244,4007,1442,854,1558,10,19,91,333,196,172,1297,665,333,24,4125,1756,19,9,51,59,23,2,239,377,21,121,325,197,692,764,90,102,925,1123,953,1414
972,2633,9979,2431,2609,6549,713,347,2489,2878,541,233,1,0,18,192,855,296,318,649,323,392,154,134,152,59,1315,1333,228,5198,109,173,178,443,272,1429,4133,1318,817,696,10,15,77,320,185,164,1176,711,289,2,4375,1786,79,11,30,47,17,1,273,388,25,84,318,182,640,700,103,93,923,1080,963,1431
1016,3722,11223,2460,2565,6384,519,343,2525,2906,495,187,1,0,15,169,1075,368,314,495,352,416,189,159,113,102,1244,1336,245,5215,40,156,195,489,299,1228,4164,1290,858,1014,10,90,63,324,164,149,1135,783,301,2,4304,1650,161,29,47,62,6,3,282,392,24,53,370,61,600,698,118,73,873,1022,917,1397
